23.0873;95;96
23.2743;96;97
23.4613;97;98
23.6483;98;99
23.6959;99;98
23.8353;98;99
24.0223;99;100
24.5391;100;99
24.5391;99;100
25.3823;100;99
25.3823;99;100
26.2255;100;99
26.2255;99;100
27.0687;100;99
27.0687;99;100
27.9119;100;99
27.9119;99;100
28.7551;100;99
28.7551;99;100
29.5983;100;99
29.5983;99;100
30.4415;100;99
30.4415;99;100
31.2847;100;99
31.2847;99;100
32.1279;100;99
32.1279;99;100
32.9711;100;99
32.9711;99;100
33.8143;100;99
33.8143;99;100
34.6575;100;99
34.6575;99;100
35.5007;100;99
35.5007;99;100
36.3439;100;99
36.3439;99;100
37.1871;100;99
37.1871;99;100
38.0303;100;99
38.0303;99;100
38.8735;100;99
38.8735;99;100
39.7167;100;99
39.7167;99;100
40.5599;100;99
40.5599;99;100
41.4031;100;99
41.4031;99;100
42.2463;100;99
42.2463;99;100
43.0895;100;99
43.0895;99;100
43.9327;100;99
43.9327;99;100
44.7759;100;99
44.7759;99;100
45.6191;100;99
45.6191;99;100
46.4623;100;99
46.4623;99;100
47.3055;100;99
47.3055;99;100
48.1487;100;99
48.1487;99;100
48.9919;100;99
48.9919;99;100
49.8351;100;99
49.8351;99;100
50.6783;100;99
50.6783;99;100
51.5215;100;99
51.5215;99;100
52.3647;100;99
52.3647;99;100
53.2079;100;99
53.2079;99;100
54.0511;100;99
54.0511;99;100
54.8943;100;99
54.8943;99;100
55.7375;100;99
55.7375;99;100
56.5807;100;99
56.5807;99;100
57.4239;100;99
57.4239;99;100
58.2671;100;99
58.2671;99;100
59.1103;100;99
59.1103;99;100
59.9535;100;99
59.9535;99;100
60.7967;100;99
60.7967;99;100
61.6399;100;99
61.6399;99;100
62.4831;100;99
62.4831;99;100
63.3263;100;99
63.3263;99;100
64.1695;100;99
64.1695;99;100
65.0127;100;99
65.0127;99;100
65.8559;100;99
65.8559;99;100
66.6991;100;99
66.6991;99;100
67.5423;100;99
67.5423;99;100
68.3855;100;99
68.3855;99;100
69.2287;100;99
69.2287;99;100
70.0719;100;99
70.0719;99;100
70.9151;100;99
70.9151;99;100
71.7583;100;99
71.7583;99;100
72.6015;100;99
72.6015;99;100
73.4447;100;99
73.4447;99;100
74.2879;100;99
74.2879;99;100
75.1311;100;99
75.1311;99;100
75.9743;100;99
75.9743;99;100
76.8175;100;99
76.8175;99;100
77.6607;100;99
77.6607;99;100
78.5039;100;99
78.5039;99;100
79.3471;100;99
79.3471;99;100
80.1903;100;99
80.1903;99;100
81.0335;100;99
81.0335;99;100
81.8767;100;99
81.8767;99;100
82.7199;100;99
82.7199;99;100
83.5631;100;99
83.5631;99;100
84.4063;100;99
84.4063;99;100
85.2495;100;99
85.2495;99;100
86.0927;100;99
86.0927;99;100
86.9359;100;99
86.9359;99;100
87.7791;100;99
87.7791;99;100
88.6223;100;99
88.6223;99;100
89.4655;100;99
89.4655;99;100
90.3087;100;99
90.3087;99;100
91.1519;100;99
91.1519;99;100
91.9951;100;99
92.8383;99;98
93.6815;98;97
94.5247;97;96
95.3679;96;95
96.2111;95;94
97.0543;94;93
97.8975;93;92
98.7407;92;91
99.5839;91;90
